,investor,year,weighted_score
14065,SADOFF INVESTMENT MANAGEMENT LLC,2013,19.480218502699895
6191,FRONT BARNETT ASSOCIATES LLC,2013,19.4690820377398
8957,KANALY TRUST CO,2013,19.44168179246887
10939,"Minneapolis Portfolio Management Group, LLC",2013,19.435220642140035
10864,Meiji Yasuda Life Insurance Co,2013,19.420594119887692
11341,NORTH POINT PORTFOLIO MANAGERS CORP/OH,2013,19.412812004998823
9567,LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA,2013,19.40850325186056
16371,"Taylor, Cottrill LLC",2013,19.391311932837514
1390,B & T Capital Management DBA Alpha Capital Management,2013,19.38904007611873
14974,SWARTHMORE GROUP INC,2013,19.380219903549612
16936,VIKING GLOBAL INVESTORS LP,2013,19.360900218995003
12468,PRENTISS SMITH & CO INC,2013,19.28271107042642
5810,FAYEZ SAROFIM & CO,2013,19.243995193416357
3767,CYPRESS FUNDS LLC,2013,19.220922744851123
17348,WESTON CAPITAL MANAGEMENT INC,2013,19.208250591600596
15204,Selkirk Management LLC,2013,19.18367600728851
14314,SECURITY NATIONAL BANK OF SO DAK,2013,19.181077633083127
16132,TORRAY LLC,2013,19.162662524572163
2963,CAPITAL INTERNATIONAL LTD /CA/,2013,19.145205794082074
9852,Livforsakringsaktiebolaget Skandia (publ),2013,19.086952890159417
4991,DSM CAPITAL PARTNERS LLC,2013,19.022713043398713
9288,Korea Investment CORP,2013,19.01766755854472
2066,BRUNI J V & CO /CO,2013,19.011226301703772
3492,CONCORD ASSET MANAGEMENT LLC,2013,19.001842372225962
9098,KLINGENSTEIN FIELDS & CO LLC,2013,18.935148380780813
9010,KELLY LAWRENCE W & ASSOCIATES INC/CA,2013,18.93340227955614
14876,STONERIDGE INVESTMENT PARTNERS LLC,2013,18.927799046549765
17737,"Westover Capital Advisors, LLC",2013,18.905080361370505
16443,Theleme Partners LLP,2013,18.904800638397933
17234,WEATHERLY ASSET MANAGEMENT L. P.,2013,18.899153121456965
5804,FARR MILLER & WASHINGTON LLC/DC,2013,18.8974815821699
3457,COMMONFUND ASSET MANAGEMENT CO INC,2013,18.876121085958836
5872,FIDUCIARY SERVICES CORP/GA,2013,18.86686665966697
11611,"Night Owl Capital Management, LLC",2013,18.809269095791603
4898,"DISCOVERY CAPITAL MANAGEMENT, LLC / CT",2013,18.79091964193988
3781,"Cabot-Wellington, LLC",2013,18.778743578218304
17139,"Vulcan Value Partners, LLC",2013,18.767315419788233
10182,MARSHFIELD ASSOCIATES,2013,18.7620106189085
9282,Kohlberg Kravis Roberts & Co. L.P.,2013,18.740165982606516
5953,FIRST INTERSTATE BANK,2013,18.73823632510114
1004,American Independence Financial Services LLC,2013,18.70169045108347
2227,"Banyan Partners, LLC",2013,18.615770011170465
3153,CHECK CAPITAL MANAGEMENT INC/CA,2013,18.603455149919004
5742,"F&V Capital Management, LLC",2013,18.576463465294964
6726,GENDELL JEFFREY L,2013,18.56708087164886
11107,Myriad Asset Management Ltd,2013,18.564152640970413
14073,SALEM CAPITAL MANAGEMENT INC,2013,18.559431563045216
11883,OSBORNE PARTNERS CAPITAL MANAGEMENT,2013,18.554138822837356
7725,HM PAYSON & CO,2013,18.55168275486876
7502,HARBERT MANAGEMENT CORP,2013,18.550076170820915
2999,"CAPSTONE INVESTMENT ADVISORS, LLC",2013,18.528124816514367
11166,NEEDELMAN ASSET MANAGEMENT INC,2013,18.527149378228792
4750,DAVIS SELECTED ADVISERS,2013,18.516163326760747
14612,SOMERVILLE KURT F,2013,18.503402680918143
8663,"J.P. Marvel Investment Advisors, LLC",2013,18.481575842662497
7830,HT Partners LLC,2013,18.467287993062712
2055,BROWN BROTHERS HARRIMAN & CO,2013,18.42919363313119
1668,"BEESE FULMER INVESTMENT MANAGEMENT, INC.",2013,18.417027372833896
13799,Red Granite Advisors LLC,2013,18.413209382378845
16460,Thornmark Asset Management Inc.,2013,18.404122642635237
3673,CS MCKEE LP,2013,18.363484983038827
6698,GARLAND CAPITAL MANAGEMENT INC,2013,18.341175256061852
1586,BB BIOTECH AG,2013,18.327489167761364
5681,"Essex Financial Services, Inc.",2013,18.31201485509627
8916,"Jolley Asset Management, LLC",2013,18.26359159741134
12039,Osborn Rohs Williams & Donohoe Ltd,2013,18.24194292616484
6008,FIRST NIAGARA BANK,2013,18.234251609231592
9587,"LS Investment Advisors, LLC",2013,18.22385976264603
7992,Hawkins Capital L.P.,2013,18.20568373580889
13981,Rodgers Brothers Inc.,2013,18.203056697755766
4926,DODGE & COX,2013,18.200001341190635
5916,FIRST AMERICAN TRUST CO,2013,18.15769227253897
655,ASSET ADVISORS CORP,2013,18.154880119387958
716,AUGUSTINE ASSET MANAGEMENT INC,2013,18.147442206211995
574,"ARGUS INVESTORS' COUNSEL, INC.",2013,18.13617480418719
9641,"LaFleur & Godfrey, Inc.",2013,18.128333495979223
3084,CCM INVESTMENT ADVISERS LLC,2013,18.12656141665505
6983,GREENHAVEN ASSOCIATES INC,2013,18.117886779794638
11179,NEVILLE RODIE & SHAW INC,2013,18.09064419377606
2538,"Bocage Capital, LLC",2013,18.0776535488109
12846,Pennsylvania Trust Co,2013,18.056304279226833
8255,Hunter Associates inc.,2013,18.050998860565645
7000,GREENWOOD CAPITAL ASSOCIATES LLC,2013,18.04465151340839
15101,Sarasin & Partners LLP,2013,18.03705911145865
7819,"HS Management Partners, LLC",2013,18.036770938432714
8961,KANAWHA CAPITAL MANAGEMENT LLC,2013,18.01756569249382
2294,"Beach Investment Management, LLC.",2013,18.004910765349237
15172,"SeaStone Capital Management, L.P.",2013,17.995460242508404
16525,Toscafund Asset Management LLP,2013,17.986258461588683
17891,"YHB Investment Advisors, Inc.",2013,17.98448175195237
7663,"HHR Asset Management, LLC",2013,17.967964705684103
13780,Raub Brock Capital Management LP,2013,17.92946946445418
524,AR ASSET MANAGEMENT INC,2013,17.90659826363625
13523,RIVER & MERCANTILE ASSET MANAGEMENT LLP,2013,17.894793284721374
9339,"LAKEWOOD CAPITAL MANAGEMENT, LP",2013,17.888795298120566
15647,"Stewart West Indies Trading Co., Ltd",2013,17.860490310989764
5748,FACTORY MUTUAL INSURANCE CO,2013,17.853771624854808
5993,FIRST NATIONAL BANK SIOUX FALLS,2013,17.83267085033597
72,ABERDEEN ASSET MANAGEMENT PLC/UK,2013,17.821742526814486
14124,"SANDS CAPITAL MANAGEMENT, LLC",2013,17.80778516296393
12279,PEG CAPITAL MANAGEMENT INC /NH/,2013,17.807623622702014
13705,RUDMAN ERROL M,2013,17.79672116987501
5006,"DUDLEY & SHANLEY, LLC",2013,17.785515138539154
6142,FOUNDATION RESOURCE MANAGEMENT INC,2013,17.76947339922751
100,ACADIA TRUST NA,2013,17.739537496699946
8788,JOHN G ULLMAN & ASSOCIATES INC,2013,17.73547263964309
13855,Renaissance Investment Group LLC,2013,17.70836604582757
5787,FARLEY CAPITAL II L.P.,2013,17.695702547089173
3166,CHEMUNG CANAL TRUST CO,2013,17.656791295919056
178,ADVISOR PARTNERS LLC,2013,17.654972827376195
14733,"SQ Advisors, LLC",2013,17.63056989775644
7695,"HIGHLAND CAPITAL MANAGEMENT, LLC",2013,17.58351883524418
2260,Bartlett & Co. LLC,2013,17.582063093652348
13884,"Reynders McVeigh Capital Management, LLC",2013,17.5686375295784
2923,CAPITAL ADVISORS INC/OK,2013,17.566420219317628
13187,"Profit Investment Management, LLC",2013,17.562387974838735
6994,GREENLIGHT CAPITAL INC,2013,17.534981735553608
9226,Kidder Stephen W,2013,17.5066246665538
476,ANDERSON HOAGLAND & CO,2013,17.464747557619077
12327,PETTYJOHN CO,2013,17.419748227400916
9578,LOWE BROCKENBROUGH & CO INC,2013,17.391059370342834
6329,Financial Engines Advisors L.L.C.,2013,17.378988118585017
17389,WEYBOSSET RESEARCH & MANAGEMENT LLC,2013,17.369546844674826
3584,CORNERSTONE CAPITAL MANAGEMENT LLC,2013,17.359991064197157
4800,DELTA CAPITAL MANAGEMENT LLC,2013,17.338297820900813
3473,COMMUNITY TRUST & INVESTMENT CO,2013,17.325650402862582
9700,Laurion Capital Management LP,2013,17.299944582910644
11858,ORBIS HOLDINGS LTD,2013,17.27753452358452
3247,"CIM, LLC",2013,17.26564588667106
11099,Murphy Pohlad Asset Management LLC,2013,17.263683125598742
11225,NEW YORK LIFE TRUST CO,2013,17.25736923777646
8997,KDI CAPITAL PARTNERS LLC,2013,17.221332169678682
15798,"Sustainable Growth Advisers, LP",2013,17.21210704145689
4911,DIXON HUBARD FEINOUR & BROWN INC/VA,2013,17.189859921124516
12976,"Pineno Levin & Ford Asset Management, Inc.",2013,17.174425828844225
14822,"STELLIAM INVESTMENT MANAGEMENT, LP",2013,17.159513437561507
15876,"TCI Wealth Advisors, Inc.",2013,17.14964108851778
15409,"Smead Capital Management, Inc.",2013,17.146462879901573
15695,Strategic Advisors LLC,2013,17.114274820792904
4982,DSAM Partners LLP,2013,17.10207287170451
11364,NORTHEAST INVESTMENT MANAGEMENT,2013,17.080970183902277
3808,"Callahan Advisors, LLC",2013,17.078570580441056
10461,MITCHELL GROUP INC,2013,17.076236941229258
3969,Cardinal Capital Management,2013,17.01419303137407
10840,"McKinley Carter Wealth Services, Inc.",2013,16.991890705719477
5043,Daiwa SB Investments Ltd.,2013,16.98928494865681
1562,BARROW HANLEY MEWHINNEY & STRAUSS LLC,2013,16.97037541610013
7806,HOWLAND CAPITAL MANAGEMENT LLC,2013,16.961369931623576
13470,RELATIONAL INVESTORS LLC,2013,16.960594436416116
11158,NCM CAPITAL MANAGEMENT GROUP INC,2013,16.956776268794027
10251,MASTRAPASQUA ASSET MANAGEMENT INC,2013,16.934148320592577
10494,MONARCH CAPITAL MANAGEMENT INC/,2013,16.93215805589642
994,"American Assets Investment Management, LLC",2013,16.926515201392434
10787,Maryland Capital Management,2013,16.91634434304259
8061,Hexavest Inc.,2013,16.91257840253621
16205,TREMBLANT CAPITAL GROUP,2013,16.89937136124459
3954,Capital World Investors,2013,16.880880663429608
2708,Brookmont Capital Management,2013,16.841551949358813
13272,QUEST INVESTMENT MANAGEMENT INC/OR,2013,16.83911195838764
11323,NORDEA INVESTMENT MANAGEMENT AB,2013,16.834210120827585
16888,VAUGHAN DAVID INVESTMENTS INC/IL,2013,16.812190656263063
11305,NOESIS CAPITAL MANGEMENT CORP,2013,16.787351620093016
7876,HYMAN CHARLES D,2013,16.71494818362276
8900,Jetstream Capital LLC,2013,16.71181362415572
12088,P.R. Herzig & Co. Inc.,2013,16.710700623767657
7656,HGK ASSET MANAGEMENT INC,2013,16.69760564940833
2207,Bandera Partners LLC,2013,16.677152783988745
16765,UNIVEST CORP OF PENNSYLVANIA,2013,16.676905173116538
5205,Duquesne Family Office LLC,2013,16.657445671688944
12658,Palestra Capital Management LLC,2013,16.651369823084515
5879,"FIELDPOINT PRIVATE ADVISORS, INC",2013,16.64388058089743
3142,CHASE INVESTMENT COUNSEL CORP,2013,16.629658910176918
6059,FLIPPIN BRUCE & PORTER INC,2013,16.61634738489426
7534,HARTWELL J M LIMITED PARTNERSHIP,2013,16.5912033969593
16755,UNITED STATES STEEL & CARNEGIE PENSION FD,2013,16.572639739368213
7155,Geduld E E,2013,16.567301305016922
370,AMERICAN ASSETS INC,2013,16.56656796256453
5274,ECOFIN LTD,2013,16.566526851499724
17199,WASHINGTON TRUST CO,2013,16.554916361564587
5376,ENDEAVOUR CAPITAL ADVISORS INC,2013,16.546142236012127
915,Ally Financial Inc.,2013,16.519974990766325
10411,MIDDLETON & CO INC/MA,2013,16.496093961586432
8937,K.J. Harrison & Partners Inc,2013,16.464764994998333
9644,"Lafayette Investments, Inc.",2013,16.462977996398283
16237,TRUST CO OF OKLAHOMA,2013,16.446762555643154
2049,BROWN ADVISORY INC,2013,16.432787126377903
9428,LEGG MASON CAPITAL MANAGEMENT LLC,2013,16.41966235753494
8259,Huntington Steele LLC,2013,16.41001766495353
16599,"Trident Investment Management, LLC",2013,16.407379970069044
2870,CAMBRIDGE TRUST CO,2013,16.388199455712112
11662,NorthCoast Asset Management LLC,2013,16.376333228580656
5818,"FCG ADVISORS, LLC",2013,16.376069713116273
6715,GATEWAY INVESTMENT ADVISERS LLC,2013,16.375426364229103
7549,HARVEY CAPITAL MANAGEMENT INC,2013,16.366551990066185
5935,FIRST COMMONWEALTH FINANCIAL CORP /PA/,2013,16.364578429163846
17939,ZWEIG ADVISERS LLC,2013,16.352368616135863
7369,"Greenbrier Partners Capital Management, LLC",2013,16.347397054871603
2121,BURKE & HERBERT BANK & TRUST CO,2013,16.342741348186173
15852,"TAURUS ASSET MANAGEMENT, LLC",2013,16.332709507441457
8490,Impax Asset Management LTD,2013,16.329570832463283
7095,GW HENSSLER & ASSOCIATES LTD,2013,16.329336846186315
8776,JLB & ASSOCIATES INC,2013,16.32276914064458
9107,"KNIGHTSBRIDGE ASSET MANAGEMENT, LLC",2013,16.304706066424707
255,AKRE CAPITAL MANAGEMENT LLC,2013,16.296224579036505
12557,PROVIDENT TRUST CO,2013,16.29373553779297
6732,GENERAL AMERICAN INVESTORS CO INC,2013,16.29004017545636
8631,Irish Life Investment Managers Ltd.,2013,16.275006276110204
9445,"LEVIN CAPITAL STRATEGIES, L.P.",2013,16.274414135939715
8540,Indices-Pac Research Corp.,2013,16.273967484253625
1574,BAUPOST GROUP LLC/MA,2013,16.262857906854347
15989,"THOMPSON INVESTMENT MANAGEMENT, INC.",2013,16.26066425219195
965,"Altimeter Capital Management, LLC",2013,16.24981139797194
4985,"DSC Advisors, L.P.",2013,16.234081198709845
16078,TIVERTON ASSET MANAGEMENT LLC,2013,16.205414824679927
2426,Black Creek Investment Management Inc.,2013,16.19793813990371
4308,"Columbus Hill Capital Management, L.P.",2013,16.175501723693245
5268,EATON VANCE MANAGEMENT,2013,16.17426184869053
3603,COUNTRY FUND MANAGEMENT,2013,16.170036437138094
16151,TOWER BRIDGE ADVISORS,2013,16.165751147815715
3181,CHESLEY TAFT & ASSOCIATES LLC/IL,2013,16.14320722178083
12625,PacWest Financial Management Inc,2013,16.137868929465288
7520,HARRIS ASSOCIATES L P,2013,16.135942206140616
12031,Origin Asset Management LLP,2013,16.110303879293973
143,ADAMS EXPRESS CO,2013,16.10413590004068
15732,"Stux Capital Management, LLC",2013,16.101559046977638
4161,"Chieftain Capital Management, Inc.",2013,16.09245241481088
7630,HERITAGE INVESTORS MANAGEMENT CORP,2013,16.0843932940898
14528,SKBA CAPITAL MANAGEMENT LLC,2013,16.07686212793156
10397,MEYER HANDELMAN CO,2013,16.073295618709643
5758,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,2013,16.0708005757825
5057,Dalton Investments LLC,2013,16.070516996078144
10059,MAIRS & POWER INC,2013,16.053560244587548
15423,"Smith, Salley & Associates",2013,16.041021075966793
2104,BTR CAPITAL MANAGEMENT INC,2013,16.038627508136678
14168,SCHAFER CULLEN CAPITAL MANAGEMENT INC,2013,16.016037348165312
481,"ANDOR CAPITAL MANAGEMENT, L.L.C.",2013,16.016026147306135
5843,"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC",2013,16.008277214912262
535,ARCADIA INVESTMENT MANAGEMENT CORP/MI,2013,16.007881003425666
11811,OLD SECOND NATIONAL BANK OF AURORA,2013,16.002383974215917
17772,White Pine Investment CO,2013,15.999427150008316
13621,ROFFMAN MILLER ASSOCIATES INC /PA/,2013,15.99933358362815
3385,"COBIZ INVESTMENT MANAGEMENT, LLC",2013,15.988712858182803
5381,ENDEX CAPITAL MANAGEMENT LLC,2013,15.98815415160153
13160,"Private Wealth Advisors, Inc.",2013,15.981337511328352
5154,DnB Asset Management AS,2013,15.979208492777861
11507,"Nelson Roberts Investment Advisors, LLC",2013,15.962449624585867
9064,"KING STREET CAPITAL MANAGEMENT, L.P.",2013,15.961920495323906
1963,BRC Investment Management LLC,2013,15.953642173470788
2917,CAPE COD FIVE CENTS SAVINGS BANK,2013,15.93913436430195
5439,EVERENCE CAPITAL MANAGEMENT INC,2013,15.92976260341747
5308,"EDMP, INC.",2013,15.900270925487835
1024,American Research & Management Co.,2013,15.893931651706588
58,"A. D. Beadell Investment Counsel, Inc.",2013,15.879987745762952
13015,Platte River Capital LLC,2013,15.871536547526219
11743,OAKBROOK INVESTMENTS LLC,2013,15.867594714928213
14289,SECTOR GAMMA AS,2013,15.864437036619037
7060,"GSB Podium Advisors, LLC",2013,15.85730038385244
12118,PALLADIUM PARTNERS LLC,2013,15.832730468215525
9351,LANE DOUGLAS C & ASSOCIATES INC,2013,15.829214106112886
3076,CAZENOVE CAPITAL MANAGEMENT LTD,2013,15.807463692315986
13089,"Praesidium Investment Management Company, LLC",2013,15.805645428361636
9022,KEMPNER CAPITAL MANAGEMENT INC.,2013,15.797178651226355
10224,MASON CAPITAL MANAGEMENT LLC,2013,15.779835259385916
2883,CANADA PENSION PLAN INVESTMENT BOARD,2013,15.761311769419377
77,ABNER HERRMAN & BROCK LLC,2013,15.760174976483805
4465,Coronation Asset Management (Pty) Ltd.,2013,15.741224764740963
8884,"Jasper Ridge Partners, L.P.",2013,15.714612280919434
14309,SECURITY NATIONAL BANK OF SIOUX CITY IOWA /IA/,2013,15.65040638321041
453,AMICA PENSION FUND BOARD OF TRUSTEES,2013,15.638255898830643
13458,"REILLY FINANCIAL ADVISORS, LLC",2013,15.636835612185378
15000,SYNOVUS FINANCIAL CORP,2013,15.632307397517724
1646,BECK MACK & OLIVER LLC,2013,15.610987781381656
15468,South Street Advisors LLC,2013,15.593123553520094
10884,Merchants' Gate Capital LP,2013,15.550455687119973
13774,Rathbone Brothers plc,2013,15.544887725470318
10187,MARSHWINDS ADVISORY CO,2013,15.538090462558872
6136,FOSTER DYKEMA CABOT & CO INC/MA,2013,15.53799687246487
12390,PINNACLE FINANCIAL PARTNERS INC,2013,15.511173145815167
7442,HABERER REGISTERED INVESTMENT ADVISOR INC,2013,15.485775096218564
8564,"International Value Advisers, LLC",2013,15.454014307769746
7504,HARBOUR INVESTMENT MANAGEMENT LLC,2013,15.452116622839414
9091,KITZINGER LAUTMANN CAPITAL MANAGEMENT INC,2013,15.45071618975369
13671,ROYAL LONDON ASSET MANAGEMENT LTD,2013,15.412356035167598
2025,BRITISH COLUMBIA INVESTMENT MANAGEMENT CORP,2013,15.374367230171611
1924,BRADLEY FOSTER & SARGENT INC/CT,2013,15.353409135978955
7530,HARTLINE INVESTMENT CORP/,2013,15.34753226576718
6895,"GOODNOW INVESTMENT GROUP, LLC",2013,15.334959244962858
16180,TRADITION CAPITAL MANAGEMENT LLC,2013,15.322229617045094
17999,iAB Financial Bank,2013,15.306213523681517
16664,"Twin Tree Management, LP",2013,15.300257105385358
2616,"Brandywine Global Investment Management, LLC",2013,15.293611189520778
10316,MCRAE CAPITAL MANAGEMENT INC,2013,15.273594746612327
4569,Crestwood Advisors LLC,2013,15.258088059880055
17820,Winchester Group Inc.,2013,15.252732229785849
17851,Wood Investment Counsel LLC,2013,15.248181847380042
4848,DF DENT & CO INC,2013,15.246817756556075
12726,Parametrica Management Ltd,2013,15.243583682508799
14158,SCFF MANAGEMENT LLC,2013,15.213725030144069
15995,THOMPSON RUBINSTEIN INVESTMENT MANAGEMENT INC /OR/,2013,15.205140367462658
1155,Archon Partners LLC,2013,15.18627372414883
9272,"Knighthead Capital Management, LLC",2013,15.164137297643345
1919,BP PLC,2013,15.15820238023215
12130,PAPP L ROY & ASSOCIATES,2013,15.150004718559638
4241,"Clear Harbor Asset Management, LLC",2013,15.141421478922158
17500,"WMS Partners, LLC",2013,15.09851889124056
13492,RESTRUCTURING CAPITAL ASSOCIATES LP,2013,15.092879875991239
6773,GEORGIA BENNICAS DBA BENNICAS & ASSOCIATES,2013,15.091689731380399
4721,DAVIDSON & GARRARD INC,2013,15.08420720865773
5188,"Douglass Winthrop Advisors, LLC",2013,15.065360405415083
448,AMICA MUTUAL INSURANCE CO,2013,15.052519937380815
7244,"Glaxis Capital Management, LLC",2013,15.052034627237656
11301,NLI INTERNATIONAL INC,2013,15.042796410395638
11940,Odey Asset Management Group Ltd,2013,15.031830561480476
3053,CATAWBA CAPITAL MANAGEMENT /VA,2013,14.971973083487605
9793,"Liberty Capital Management, Inc.",2013,14.965192145026727
15015,Sabal Trust CO,2013,14.955131840457552
4763,DE BURLO GROUP INC,2013,14.947736261447647
10503,MONETARY MANAGEMENT GROUP INC,2013,14.937175927176101
2020,BRISTOL JOHN W & CO INC /NY/,2013,14.92905190753191
15121,Sather Financial Group Inc,2013,14.918837396566444
7706,HIGHSIDE CAPITAL MANAGEMENT L P,2013,14.9093441341013
16114,TOKIO MARINE ASSET MANAGEMENT CO LTD,2013,14.909325926402706
7071,GUARDIAN INVESTOR SERVICES LLC,2013,14.907568745315292
676,"ATALANTA SOSNOFF CAPITAL, LLC",2013,14.904133490859754
5448,EVERETT HARRIS & CO /CA/,2013,14.895875115101472
87,"ABRAMS CAPITAL MANAGEMENT, L.P.",2013,14.886737983284686
1697,BERKSHIRE ASSET MANAGEMENT LLC/PA,2013,14.885508174601256
15870,"TBP Investments Management, LLC",2013,14.877734852160847
227,AGRAN LIBBIE,2013,14.871757626238116
6443,"First Pacific Advisors, LLC",2013,14.865208526729765
9738,"Legg Mason Asset Management (Japan) Co., Ltd.",2013,14.859669197340624
7129,Gareth Morgan Investments Limited Partnership,2013,14.811839187212023
6052,FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,2013,14.798036745615535
8020,Heathbridge Capital Management Ltd.,2013,14.797519670668446
12918,"Pershing Square Capital Management, L.P.",2013,14.789117816973011
13949,Robeco Institutional Asset Management B.V.,2013,14.783406953118636
3401,COLDSTREAM CAPITAL MANAGEMENT INC,2013,14.778076734193998
3561,"CORDA Investment Management, LLC.",2013,14.772253005366009
15221,Semper Trust Co.,2013,14.769847059386414
5479,EXXONMOBIL INVESTMENT MANAGEMENT INC /TX,2013,14.768924099381977
14483,"SIGNATUREFD, LLC",2013,14.766816231605983
14275,SEAWARD MANAGEMENT LIMITED PARTNERSHIP,2013,14.763442446156976
3546,COOKSON PEIRCE & CO INC,2013,14.758419725150146
13967,"Rock Point Advisors, LLC",2013,14.746232510019066
10302,MCGLINN CAPITAL MANAGEMENT INC,2013,14.738399304014928
7525,HARTFORD INVESTMENT MANAGEMENT CO,2013,14.736482067957906
14444,SHELTON CAPITAL MANAGEMENT,2013,14.725998735695878
15972,THOMAS STORY & SON LLC,2013,14.70957347496504
7608,HENDERSON GROUP PLC,2013,14.70792069721028
13074,Portfolio 21 Investments,2013,14.699475323935571
10208,MARTIN CURRIE LTD,2013,14.695617335175134
12756,"Parsec Financial Management, Inc.",2013,14.676737690034638
5911,FIR TREE INC.,2013,14.67437935965115
14180,SCHAPER BENZ & WISE INVESTMENT COUNSEL INC/WI,2013,14.660857610994327
3356,CNA FINANCIAL CORP,2013,14.660025045387693
6778,"GFS Advisors, LLC",2013,14.657662851270858
8922,Jones Collombin Investment Counsel Inc,2013,14.655133963419239
3184,CHICAGO EQUITY PARTNERS LLC,2013,14.633917801707792
10602,"MSDC Management, L.P.",2013,14.631867119392584
3661,CROFT-LEOMINSTER INC,2013,14.63084558696459
6858,GMT CAPITAL CORP,2013,14.625049002227879
1556,BARR E S & CO,2013,14.60277783975203
17410,WHITE PINE CAPITAL LLC,2013,14.578455988055774
6480,"Fisher Asset Management, LLC",2013,14.57502854363675
16732,"UNITED BANK, INC.",2013,14.56181883056985
10629,MURPHY CAPITAL MANAGEMENT INC,2013,14.542553258177364
11330,NORRIS PERNE & FRENCH LLP/MI,2013,14.514706826236054
10812,"Matterhorn Capital Management, LLC",2013,14.509300180803674
4717,DAVIDE LEONE & PARTNERS INVESTMENT Co LLP,2013,14.485804522310069
8135,Hilltop Park Associates LLC,2013,14.48300257353875
2895,CANNELL PETER B & CO INC,2013,14.480386983020107
8031,Hemenway Trust Co LLC,2013,14.463945480535484
10169,MARQUE MILLENNIUM CAPITAL MANAGEMENT LCC,2013,14.444422321601378
7801,HOWE & RUSLING INC,2013,14.443099627285775
15899,TD Securities (USA) LLC,2013,14.442782989449933
14388,SFE Investment Counsel,2013,14.440828461678008
4809,DELTA PARTNERS LLC,2013,14.440109882781318
1729,BILL & MELINDA GATES FOUNDATION TRUST,2013,14.437870772952342
1232,"Arrowpoint Asset Management, LLC",2013,14.428208802697545
3010,CARDEROCK CAPITAL MANAGEMENT INC,2013,14.408168291063294
12319,PERRY CORP,2013,14.404047877821625
2980,CAPITAL MANAGEMENT CORP /VA,2013,14.397414698571751
12343,PHILADELPHIA TRUST CO,2013,14.387097793176402
10962,"Mitsubishi UFJ Asset Management Co., Ltd.",2013,14.37539867384561
11135,NATIXIS,2013,14.368078471111652
10858,Meiji Yasuda Asset Management Co Ltd.,2013,14.365715051557288
11878,ORRSTOWN FINANCIAL SERVICES INC,2013,14.359787623450154
17955,"Ziegler Capital Management, LLC",2013,14.348852271435248
9423,LEGAL & GENERAL GROUP PLC,2013,14.339445434560625
11336,NORTH AMERICAN MANAGEMENT CORP,2013,14.336920374976188
17932,ZEVIN ASSET MANAGEMENT LLC,2013,14.332755546512098
1260,"Ashfield Capital Partners, LLC",2013,14.318656446103478
12210,PATTEN & PATTEN INC/TN,2013,14.309061408852925
10454,"MISSOURI VALLEY PARTNERS, INC.",2013,14.30709263357517
15744,"Sumitomo Mitsui Trust Holdings, Inc.",2013,14.305444288870111
6570,"Foyston, Gordon, & Payne Inc",2013,14.303640882276936
1073,"Ancient Art, L.P.",2013,14.291900719554846
12664,"Palisade Asset Management, LLC",2013,14.273026611951277
2456,BlackRock Japan Co. Ltd,2013,14.272451695711512
3835,Cambrian Capital Limited Partnership,2013,14.272227273799814
14079,SALEM INVESTMENT COUNSELORS INC,2013,14.263213114588682
14060,"S.A.C. GLOBAL INVESTORS, LLP",2013,14.261670601610962
603,ARMSTRONG SHAW ASSOCIATES INC/CT,2013,14.238545326784271
3373,COBALT CAPITAL MANAGEMENT INC,2013,14.206675217236786
10640,MUTUAL OF OMAHA BANK WEALTH MANAGEMENT,2013,14.204769767953948
12011,Opus Trading Fund LLC,2013,14.203368552232629
13234,"QCM Cayman, Ltd.",2013,14.19681517508166
9747,"Legg Mason Investment Counsel, LLC",2013,14.176931532690196
1742,BIRINYI ASSOCIATES INC,2013,14.15879310855868
3937,Capital Research Global Investors,2013,14.156282188861164
621,ARROWGRASS CAPITAL PARTNERS LLP,2013,14.145676173512266
5798,FARMERS TRUST CO,2013,14.11903913611928
1981,BRIDGES INVESTMENT COUNSEL INC/,2013,14.118800357006158
9113,KNOTT DAVID M,2013,14.111577644866394
17279,WELCH & FORBES LLC,2013,14.107093815173874
4132,Chautauqua Capital Management,2013,14.085336070246349
6086,"FOLGER NOLAN FLEMING DOUGLAS CAPITAL MANAGEMENT, INC",2013,14.055731216299659
7512,HARDESTY CAPITAL MANAGEMENT CORP,2013,14.049545553358822
1051,Amiya Capital LLP,2013,14.03451357835348
13223,"Puplava Financial Services, Inc.",2013,14.02018788824
15159,"Scott & Selber, Inc.",2013,14.019271110667324
11392,NORTHSTAR ASSET MANAGEMENT LLC,2013,13.98527031965554
9659,"Laidlaw Group, LLC",2013,13.977963278358187
4214,ClariVest Asset Management LLC,2013,13.970592526487549
11936,Oceanic Investment Management LTD,2013,13.964675358399363
10584,MOUNTAIN PACIFIC INVESTMENT ADVISERS INC/ID,2013,13.958606474141549
3791,Calamos Advisors LLC,2013,13.946414238555493
4519,Covington Capital Management,2013,13.94601040959119
10509,MONETTA FINANCIAL SERVICES INC,2013,13.936273108550981
17943,ZWJ INVESTMENT COUNSEL INC,2013,13.91592768546991
14659,"SOUTHPORT MANAGEMENT, L.L.C.",2013,13.910068558325793
16869,VAN DEN BERG MANAGEMENT INC/TX,2013,13.902597916655267
