ticker,name,industry,rank.overall,rank.industry,scores.overall,scores.comm.overall,scores.cust.overall,scores.env.overall,scores.jobs.overall,scores.mgmt.overall,scores.prod.overall,scores.worker.overall,scores.comm.abuse,scores.comm.charity,scores.comm.conflict,scores.comm.local,scores.comm.oppress,scores.comm.rels,scores.cust.disc,scores.cust.exp,scores.cust.fair,scores.cust.label,scores.cust.priv,scores.cust.truth,scores.env.efficient,scores.env.mgmt,scores.env.pollution,scores.jobs.growth,scores.jobs.size,scores.mgmt.integrity,scores.mgmt.laws,scores.mgmt.profit,scores.mgmt.reporting,scores.mgmt.return,scores.mgmt.tax,scores.prod.ben,scores.prod.price,scores.prod.qual,scores.worker.balance,scores.worker.career,scores.worker.ceo,scores.worker.fairpay,scores.worker.health,scores.worker.hiredisc,scores.worker.layoff,scores.worker.living,scores.worker.open,scores.worker.paydisc,scores.worker.pto,scores.worker.retire,scores.worker.safe
ADBE,Adobe Systems,Software,11,4,63.2260618236467,69.00659574656969,55.88206249212942,78.75356066881672,48.97697562783408,44.845300772496465,45.88069870290719,81.56105466458081,97.7436559145664,123.62310772138218,48.07677837996625,39.894218358543725,51.483665454046836,63.80782941627698,51.611377043117045,34.97770527727205,51.69518700313598,51.700614940387666,77.75743700481759,51.51315431583617,110.0442521618128,68.73418687501879,60.24318507674527,51.964903965308665,44.22231152158507,33.223126871648134,43.594488644981695,58.32228108356731,55.63096809001883,79.4349101540449,34.21585061688275,84.59416625523811,-25,56.261842390719735,118.75734824463066,90.79724627079133,58.66704308996591,84.3620865157416,98.25615678271532,53.94578772893582,51.447790398398276,71.82389658123066,69.95637683291511,125,101.7467717452791,75.68082136498035,60.88534768929223
T,AT&T,Telecommunications,12,1,62.9029349501601,55.846205295205564,45.68927204230572,70.7912197299607,75.08166960847764,55.98130793288331,75.1708064957038,63.273619932661695,71.44240349914256,82.91822914911367,36.84685132615154,39.894218358543725,51.483665454046836,54.90922057716641,21.742234250086096,-25,51.69518700313598,51.700614940387666,100.21994725808557,45.43067637237963,86.45937817702344,68.73418687501879,59.280839271516186,43.84765296771409,124.78408581212112,53.300327375391745,55.491321325708014,56.04157687084146,55.63096809001883,44.83005915009302,62.50805905899904,110.98869678516476,53.486610668012894,56.261842390719735,46.667961839155446,70.4349162988142,7.853283820686073,66.7781710562369,52.057642923038514,86.24535897902092,51.447790398398276,60.66549558179573,80.36089595258261,108.5037470824598,59.88912615340304,54.03670998644817,46.33769409831369
ROK,Rockwell Automation,Commercial Vehicles & Machinery,13,1,62.1427241678028,76.93717582338951,53.97589205755604,82.31794210073407,45.193550706963244,58.29426915187411,59.4075991572204,60.58455501453633,67.62789944605322,45.12342324727501,98.23711922033866,111.7756651953537,51.483665454046836,90.50365593360871,51.611377043117045,63.62872472898801,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,105.0475122196856,88.98821646296658,58.30834265841796,45.54078181206164,44.64100490080112,56.68279391345545,56.95680615174859,65.10836056426214,55.63096809001883,70.50101318364412,58.140995218394615,66.99781256510107,53.486610668012894,56.261842390719735,52.926981384544455,78.03001878264092,60.722399100568026,62.62163571767304,71.44393252276063,53.94578772893582,51.447790398398276,60.66549558179573,102.3353022113728,42.68703161469253,22.81321074752207,64.66317027053174,69.87364489612685
NKE,Nike,Household Goods & Apparel,14,1,62.1339341583688,70.33482261992202,52.15236281970569,64.26934469771363,56.32626007822659,46.49678495705347,65.7128820933704,69.36037178642799,125,73.98065177689044,42.08748395126508,39.894218358543725,42.84764797166508,66.27308060049067,51.611377043117045,48.71307708540656,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,88.03103329185049,51.833720846582,53.868568223030636,56.72566521723356,55.69069019039825,24.485968268891618,54.54054866221495,71.25563054990918,55.63096809001883,77.45944658636213,32.42872122465297,84.59416625523811,53.486610668012894,56.261842390719735,78.47078240870562,81.61788928113576,34.66610278380837,88.70935950871343,86.69009925881332,53.94578772893582,51.447790398398276,49.5070945823608,58.006954284856086,108.5037470824598,67.16874266989,50.42416910332369,61.60805268649505
PG,Procter & Gamble,Personal Products,15,1,61.9828911021501,54.337659075459946,48.72438523025574,70.57849039872262,51.2245648257735,59.40577650273646,59.4075991572204,78.70105947894416,70.28181223797444,37.73671329014145,63.05001445171921,39.894218358543725,51.483665454046836,42.82087855018248,51.611377043117045,20.673764749178865,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,106.57145066403623,52.23014308348404,54.45399069787018,45.581584494219165,60.20418983826216,78.73139132581201,56.95680615174859,65.3857751255652,55.63096809001883,69.94594282715049,41.94920829100312,66.99781256510107,53.486610668012894,56.261842390719735,95.66434536875124,92.56788365965892,32.146735408841636,106.55100277293622,86.49295055101953,53.94578772893582,51.447790398398276,71.82389658123066,120.76636016474916,108.5037470824598,53.59433924132144,53.96925757702846,71.36667545513205
CL,Colgate-Palmolive,Personal Products,16,2,61.7767295002039,68.48480761464641,48.72438523025574,65.06945740691673,45.62862009694348,60.86077084867231,62.56024062718699,74.0177715645695,118.34704460118562,45.02447362280042,33.10354230821329,39.894218358543725,51.483665454046836,76.79609506260238,51.611377043117045,20.673764749178865,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,101.38372795995372,44.23242324973657,50.561748292082946,45.581584494219165,45.70346743822146,61.23298685726553,56.95680615174859,90.0992817248239,55.63096809001883,76.3822981188256,55.256202908591376,75.7959894154485,53.486610668012894,56.261842390719735,100.01925421558664,73.83640391427035,58.294361051642774,67.92545687283592,74.00686572407986,88.41638661838468,51.447790398398276,60.66549558179573,62.87898186814955,108.5037470824598,55.98104752264556,63.50731874836838,72.44440831602498
HUM,Humana,Health Care Providers,17,1,61.5689641107666,66.0243404981481,47.28258627484309,71.31675275092753,58.4418784602963,65.00637749531421,56.25495769103699,69.79031358380186,45.971418852213276,82.96163911778535,28.61157148668741,111.7756651953537,51.483665454046836,108.30087361182989,51.611377043117045,8.88049884181656,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,96.57754243620239,57.93203776144663,60.384414662365636,56.97126884238789,60.782046621920806,69.18138424125145,56.919287183913006,50.13223449802809,55.63096809001883,69.92225438354947,83.51911598039425,58.19963572531146,53.486610668012894,56.261842390719735,65.88549537427308,70.15534197425617,49.91640882695444,67.09619354131291,51.926210451176004,88.41638661838468,51.447790398398276,60.66549558179573,38.494039562182905,125,63.80065761207804,56.52455872621613,69.33366275118897
AMAT,Applied Materials,Semiconductors & Equipment,18,4,61.5211718401328,65.98877158284509,53.97589205755604,72.30528993702009,43.427577695618254,59.88019394301639,75.1708064957038,57.56251013921403,97.25952260063029,82.8923483048985,57.80938182660568,39.894218358543725,51.483665454046836,54.90922057716641,51.611377043117045,63.62872472898801,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,97.15055264084378,64.68338095742922,57.355120009808296,43.45320494819836,43.38679727379347,82.59337609214997,56.95680615174859,55.76195335339007,55.63096809001883,88.85885031853073,38.84416828462752,110.98869678516476,53.486610668012894,56.261842390719735,30.273464722565848,72.95108521983653,59.61750196669307,43.167102604428806,59.48357758327106,53.94578772893582,51.447790398398276,71.82389658123066,41.984882104312504,42.68703161469253,77.34122412004128,73.91495892164808,69.01311348684109
PEP,PepsiCo,"Food, Beverage & Tobacco",19,1,61.4929672561435,81.85170752905056,54.28289005808308,65.4101631166941,60.21424045275793,68.76987887229127,51.42264572478942,61.4576780334113,125,88.47837116819727,42.4618148530589,111.7756651953537,47.0313700033296,62.756293152681714,51.611377043117045,66.13983006697715,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,110.28872776122975,66.5919333959277,27.083540839445043,45.40724808507185,83.77647728727462,81.68897030943802,56.95680615174859,67.3238415774598,55.63096809001883,73.69823364200585,81.91028102913333,86.36140456965708,53.486610668012894,17.897000267605087,65.379749901767525,76.72533860137008,-13.332624695301106,47.26008371827753,53.56911634945754,88.41638661838468,51.447790398398276,49.5070945823608,104.16248089385064,108.5037470824598,46.314878927433895,39.14509150324797,64.91369236076687
NTAP,NetApp,Technology Hardware,20,2,61.3143108982656,57.35297485547572,53.97589205755604,66.9205454004471,43.42431047062998,57.73319692247469,75.1708064957038,64.45467600558385,82.2016443663737,37.73671329014145,58.558043630193325,39.894218358543725,51.483665454046836,46.01061173805583,51.611377043117045,63.62872472898801,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,51.38380479528448,95.73955965894919,58.05337427793007,43.42835091285369,43.41788095042579,56.855733862492755,56.95680615174859,52.33465249320329,55.63096809001883,66.00138408660699,61.14989636963071,110.98869678516476,53.486610668012894,56.261842390719735,84.7034959876627,61.34875075067795,66.99744574081771,79.58654337934688,55.08058977587656,53.94578772893582,51.447790398398276,71.82389658123066,100.35835761076066,42.68703161469253,54.74737736890657,76.63185170193373,60.88534768929223
FLR,Fluor,Industrial Goods,21,1,61.1946665311571,77.32377361769137,50.47312952837376,61.79100219371212,47.15957341641413,67.4974935064108,59.4075991572204,67.63100744623516,110.73085206559347,47.55317462013698,61.802244779073135,111.7756651953537,36.79613038281319,72.70643825538755,51.611377043117045,34.97770527727205,51.69518700313598,51.700614940387666,55.29492675154962,51.51315431583617,51.87822684651954,75.46973011063884,59.699437760724976,45.32979372591514,50.071285758254376,90.3578201738471,56.95680615174859,54.36455154243406,55.63096809001883,44.03964962836146,80.07094467334053,66.99781256510107,53.486610668012894,56.261842390719735,67.40372047683955,83.6215052738017,73.1298791701176,85.3582341668055,78.01555611588678,53.94578772893582,51.447790398398276,71.82389658123066,67.89147372351515,42.68703161469253,55.53353971117089,65.95469618392117,72.35214678675791
